# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
혼자서	31	5	혼자서	혼자서:26 혼자|서:5	test=1,train=29,val=1
나더러	22	5	나더러	나더러:17 나|더러:5	test=1,train=21
꺼야	18	5	꺼|야	꺼|야:13 꺼야:5	test=1,train=17
거란	17	5	거|란	거|란:12 거란:5	train=17
만요	17	5	만요	만요:12 만|요:5	train=17
순식간에	14	5	순식간|에	순식간|에:9 순식간에:5	train=14
피로	14	5	피로	피로:9 피|로:5	train=14
말고는	13	5	말고는	말고는:8 말고|는:5	train=13
뭐냐고	12	5	뭐|냐고	뭐|냐고:7 뭐냐고:5	train=12
뭐였죠	12	5	뭐|였죠	뭐|였죠:7 뭐였죠:4 뭐|였|죠:1	test=1,train=11
얘기도	12	5	얘기도	얘기도:7 얘기|도:4 얘|기|도:1	train=12
얘는	12	5	얘|는	얘|는:7 얘는:5	train=12
그런거	11	5	그런|거	그런|거:6 그런거:5	train=10,val=1
멀리서	11	5	멀리서	멀리서:6 멀리|서:5	train=11
시가	11	5	시|가	시|가:6 시가:5	train=11
된거	10	5	된거	된거:5 된|거:5	test=1,train=9
뿐이오!	6	5	뿐이오!	뿐이오!:1 뿐이오!|:1 뿐이오!||:1 뿐이오!|||:1 뿐이오!||||:1 뿐이오!|||||:1	train=6
거죠	508	4	거|죠	거|죠:504 거죠:4	test=4,train=495,val=9
가?	245	4	가|?	가|?:241 가?:1 가?|:1 가?||:1 가?|||:1	test=2,train=240,val=3
언제부터	70	4	언제|부터	언제|부터:66 언제부터:4	test=1,train=67,val=2
하나요	57	4	하나요	하나요:53 하나|요:4	train=57
언제까지	44	4	언제|까지	언제|까지:40 언제까지:4	test=1,train=43
얘야	41	4	얘야	얘야:37 얘|야:4	train=40,val=1
입을	41	4	입|을	입|을:37 입을:4	test=1,train=40
들은	38	4	들은	들은:34 들|은:4	test=1,train=36,val=1
다음에	37	4	다음|에	다음|에:33 다음에:4	test=2,train=35
잠깐만요	37	4	잠깐만요	잠깐만요:33 잠깐만|요:2 잠깐|만요:2	train=36,val=1
테니까	37	4	테니까	테니까:33 테니|까:4	train=37
뭐라도	33	4	뭐|라도	뭐|라도:29 뭐라도:4	train=33
적은	33	4	적|은	적|은:29 적은:4	train=33
차는	33	4	차|는	차|는:29 차는:4	train=33
놈아	31	4	놈|아	놈|아:27 놈아:4	test=2,train=28,val=1
입은	31	4	입은	입은:27 입|은:4	train=31
만이	28	4	만|이	만|이:24 만이:4	train=27,val=1
자를	27	4	자|를	자|를:23 자를:4	train=27
덕분에	24	4	덕분|에	덕분|에:20 덕분에:4	train=24
속을	22	4	속|을	속|을:18 속을:4	train=22
여기선	21	4	여기선	여기선:17 여기|선:4	train=20,val=1
누구보다	20	4	누구|보다	누구|보다:16 누구보다:4	train=20
에나	19	4	에나	에나:15 에|나:4	train=19
누구나	17	4	누구나	누구나:13 누구|나:4	train=17
그보다	16	4	그|보다	그|보다:12 그보다:4	test=1,train=15
뿐이지	16	4	뿐|이지	뿐|이지:12 뿐이지:4	train=16
무엇이든	12	4	무엇|이든	무엇|이든:8 무엇이든:4	train=12
거는	11	4	거는	거는:7 거|는:4	train=11
서는	11	4	서|는	서|는:7 서는:4	train=11
갈거야	10	4	갈|거|야	갈|거|야:6 갈거야:2 갈거|야:2	train=10
까지도	10	4	까지|도	까지|도:6 까지도:4	train=10
뭐였더라	10	4	뭐|였더라	뭐|였더라:6 뭐였더라:4	train=10
뭣이	10	4	뭣|이	뭣|이:6 뭣이:4	train=10
이상하네	10	4	이상하네	이상하네:6 이상하|네:4	train=10
향숙이	10	4	향숙이	향숙이:6 향숙|이:4	train=10
까지요	9	4	까지|요	까지|요:5 까지요:4	train=9
본적	9	4	본|적	본|적:5 본적:4	train=9
실수로	9	4	실수|로	실수|로:5 실수로:4	train=9
이의	9	4	이|의	이|의:5 이의:4	train=9
처음으로	9	4	처음|으로	처음|으로:5 처음으로:4	train=9
마저도	8	4	마저|도	마저|도:4 마저도:4	train=8
하나씩	8	4	하나씩	하나씩:4 하나|씩:4	train=7,val=1
나 줄었다.	5	4	나 줄었다.	나 줄었다.:1 나 줄었다.|:1 나 줄었다.||:1 나 줄었다.|||:1 나 줄었다.||||:1	train=5
거야	2912	3	거|야	거|야:2909 거야:3	test=31,train=2859,val=22
뭐야	523	3	뭐|야	뭐|야:520 뭐야:3	test=5,train=510,val=8
가요	457	3	가요	가요:454 가|요:3	test=3,train=450,val=4
아니야	407	3	아니야	아니야:404 아니|야:3	test=9,train=394,val=4
애가	77	3	애|가	애|가:74 애가:3	test=1,train=75,val=1
되죠?	75	3	되죠|?	되죠|?:72 되죠?:1 되죠?|:1 되죠?||:1	test=2,train=72,val=1
일로	57	3	일|로	일|로:54 일로:3	test=2,train=54,val=1
뒤로	52	3	뒤|로	뒤|로:49 뒤로:3	train=52
뭐든	36	3	뭐든	뭐든:33 뭐|든:3	test=1,train=35
한테는	32	3	한테|는	한테|는:29 한테는:3	train=32
길이	31	3	길|이	길|이:28 길이:3	train=31
까지는	31	3	까지|는	까지|는:28 까지는:3	test=1,train=29,val=1
기도	28	3	기도	기도:25 기|도:3	train=28
시죠	23	3	시죠	시죠:20 시|죠:3	train=23
기를	21	3	기|를	기|를:18 기를:3	train=21
다야	18	3	다|야	다|야:15 다야:3	train=18
3.5km	17	3	3.5km	3.5km:14 3.5|km:3	train=17
로요	17	3	로요	로요:14 로|요:3	train=17
대만	16	3	대만	대만:13 대|만:3	train=15,val=1
기는	14	3	기|는	기|는:11 기는:3	train=14
뭐였어	13	3	뭐|였어	뭐|였어:10 뭐였어:3	train=13
피는	13	3	피|는	피|는:10 피는:3	train=13
이는	12	3	이|는	이|는:9 이는:3	train=12
물론이죠	11	3	물론|이죠	물론|이죠:8 물론이죠:3	train=11
서부터	11	3	서부터	서부터:8 서|부터:3	train=11
우리끼리	11	3	우리끼리	우리끼리:8 우리|끼리:3	train=11
조차도	11	3	조차도	조차도:8 조차|도:3	train=11
남을	10	3	남을	남을:7 남|을:3	train=10
누구든	10	3	누구|든	누구|든:7 누구든:3	train=10
만은	10	3	만|은	만|은:7 만은:3	test=1,train=9
다요	9	3	다요	다요:6 다|요:3	train=9
이제부터	9	3	이제부터	이제부터:6 이제|부터:3	train=9
피야	9	3	피야	피야:6 피|야:3	train=9
거란다	8	3	거|란다	거|란다:5 거란|다:2 거란다:1	train=8
그거요	8	3	그거|요	그거|요:5 그거요:3	train=8
그렇게까지	8	3	그렇게까지	그렇게까지:5 그렇게|까지:3	train=8
안은	8	3	안은	안은:5 안|은:3	train=8
인거	8	3	인|거	인|거:5 인거:3	train=8
한테나	8	3	한테나	한테나:5 한테|나:3	test=1,train=7
개요	7	3	개|요	개|요:4 개요:3	train=7
내말	7	3	내|말	내|말:4 내말:3	train=6,val=1
부분적으로	7	3	부분적|으로	부분적|으로:4 부분적으로:3	train=6,val=1
상대로	7	3	상대로	상대로:4 상대|로:3	train=7
생각엔	7	3	생각|엔	생각|엔:4 생각엔:3	train=7
어딘가에	7	3	어딘가|에	어딘가|에:4 어딘가에:3	train=7
오랜만에	7	3	오랜만에	오랜만에:4 오랜만|에:3	train=7
이거면	7	3	이거면	이거면:4 이거|면:3	train=7
춰!	7	3	춰|!	춰|!:4 춰!:1 춰!|:1 춰!||:1	train=6,val=1
현실적으로	7	3	현실적으로	현실적으로:4 현실적|으로:3	train=7
그것뿐	6	3	그것|뿐	그것|뿐:3 그것뿐:3	train=6
만에	6	3	만|에	만|에:3 만에:3	train=6
씩이나	6	3	씩|이나	씩|이나:3 씩이나:3	test=1,train=5
정식으로	6	3	정식으로	정식으로:3 정식|으로:3	train=6
그건 왜…?	4	3	그건 왜…?	그건 왜…?:1 그건 왜…?|:1 그건 왜…?||:1 그건 왜…?|||:1	train=4
어여쁜 소녀…?	4	3	어여쁜 소녀…?	어여쁜 소녀…?:1 어여쁜 소녀…?|:1 어여쁜 소녀…?||:1 어여쁜 소녀…?|||:1	train=4
을까?	4	3	을까?	을까?:1 을까?|:1 을까?||:1 을까?|||:1	train=4
그는	455	2	그|는	그|는:453 그는:2	test=5,train=446,val=4
제가	341	2	제|가	제|가:339 제가:2	test=3,train=334,val=4
때문에	246	2	때문에	때문에:244 때문|에:2	test=2,train=243,val=1
우리는	242	2	우리|는	우리|는:240 우리는:2	test=2,train=237,val=3
뭐죠	163	2	뭐|죠	뭐|죠:161 뭐죠:2	train=163
거라고	149	2	거|라고	거|라고:147 거라고:2	test=6,train=142,val=1
누군지	101	2	누군지	누군지:99 누군|지:2	test=1,train=98,val=2
거다	81	2	거|다	거|다:79 거다:2	test=1,train=80
나다	78	2	나다	나다:76 나|다:2	test=1,train=76,val=1
뭐하는	76	2	뭐하는	뭐하는:74 뭐하|는:2	train=75,val=1
아!	70	2	아|!	아|!:68 아!:1 아!|:1	test=3,train=65,val=2
이것은	58	2	이것|은	이것|은:56 이것은:2	test=2,train=56
에서는	44	2	에서|는	에서|는:42 에서는:2	test=1,train=42,val=1
살인	43	2	살인	살인:41 살|인:2	train=43
그것은	40	2	그것|은	그것|은:38 그것은:2	train=40
귀도	35	2	귀|도	귀|도:33 귀도:2	test=2,train=33
여기는	34	2	여기|는	여기|는:32 여기는:2	train=32,val=2
검은	33	2	검은	검은:31 검|은:2	train=33
최고의	32	2	최고|의	최고|의:30 최고의:2	train=32
송은	30	2	송|은	송|은:28 송은:2	train=30
이시다	29	2	이시다	이시다:27 이|시다:2	test=1,train=28
리가	28	2	리|가	리|가:26 리가:2	train=28
뭘까요	26	2	뭘까요	뭘까요:24 뭘|까요:2	train=26
아녜요	24	2	아녜요	아녜요:22 아|녜요:2	train=24
을요	23	2	을|요	을|요:21 을요:2	train=23
개나	22	2	개|나	개|나:20 개나:2	train=22
이를	22	2	이|를	이|를:20 이를:2	test=1,train=21
새끼들아	21	2	새끼들아	새끼들아:19 새끼들|아:2	test=1,train=20
꺼지라고	20	2	꺼지라고	꺼지라고:18 꺼지|라고:2	test=1,train=19
한거	20	2	한|거	한|거:18 한거:2	train=20
랑은	19	2	랑|은	랑|은:17 랑은:2	train=19
다이진	18	2	다이진	다이진:16 다이|진:2	train=18
아래로	17	2	아래|로	아래|로:15 아래로:2	train=17
걔는	16	2	걔|는	걔|는:14 걔는:2	train=16
만으로	16	2	만|으로	만|으로:14 만으로:2	train=15,val=1
거네	15	2	거|네	거|네:13 거네:2	train=15
누군가는	15	2	누군가|는	누군가|는:13 누군가는:2	train=14,val=1
뭐래요	15	2	뭐|래요	뭐|래요:13 뭐래요:2	train=15
서도	15	2	서|도	서|도:13 서도:2	test=1,train=14
누구와	14	2	누구|와	누구|와:12 누구와:2	train=14
성과	14	2	성과	성과:12 성|과:2	train=14
거나	13	2	거나	거나:11 거|나:2	train=11,val=2
그만들	13	2	그만들	그만들:11 그만|들:2	train=13
만을	13	2	만|을	만|을:11 만을:2	train=13
에만	13	2	에|만	에|만:11 에만:2	train=13
채로	13	2	채로	채로:11 채|로:2	train=11,val=2
대위님	12	2	대위님	대위님:10 대위|님:2	train=12
물론이지	12	2	물론|이지	물론|이지:10 물론이지:2	train=12
보고만	12	2	보고만	보고만:10 보고|만:2	train=12
자요	12	2	자요	자요:10 자|요:2	train=12
쟤는	12	2	쟤|는	쟤|는:10 쟤는:2	train=12
가지만	11	2	가지|만	가지|만:9 가지만:2	train=11
뭐더라	11	2	뭐더라	뭐더라:9 뭐|더라:2	train=11
뭐여	11	2	뭐여	뭐여:9 뭐|여:2	train=11
갈거	10	2	갈|거	갈|거:8 갈거:2	train=10
계획대로	10	2	계획대로	계획대로:8 계획|대로:2	test=1,train=8,val=1
대해서는	10	2	대해서|는	대해서|는:8 대해서는:2	train=10
뭐고	10	2	뭐고	뭐고:8 뭐|고:2	train=9,val=1
사피나	10	2	사피나	사피나:8 사피|나:2	train=10
소리요	10	2	소리|요	소리|요:8 소리요:2	train=10
애들아	10	2	애들아	애들아:8 애들|아:2	test=1,train=9
얼마면	10	2	얼마|면	얼마|면:8 얼마면:2	train=10
왜죠	10	2	왜|죠	왜|죠:8 왜죠:2	train=10
우성이	10	2	우성|이	우성|이:8 우성이:2	train=10
한마디로	10	2	한마디|로	한마디|로:8 한마디로:2	train=10
그거로	9	2	그거|로	그거|로:7 그거로:2	train=9
기로	9	2	기로	기로:7 기|로:2	train=9
뒤엔	9	2	뒤엔	뒤엔:7 뒤|엔:2	train=9
어쨌어	9	2	어쨌어	어쨌어:7 어쨌|어:2	train=9
언어가	9	2	언어|가	언어|가:7 언어가:2	train=9
에게나	9	2	에게|나	에게|나:7 에게나:2	train=8,val=1
이보다	9	2	이보다	이보다:7 이|보다:2	train=9
장-도	9	2	장|-|도	장|-|도:7 장-도:2	train=9
저기야	9	2	저기|야	저기|야:7 저기야:2	test=1,train=8
저의	9	2	저|의	저|의:7 저의:2	train=9
-고	8	2	-|고	-|고:6 -고:2	train=7,val=1
공짜로	8	2	공짜로	공짜로:6 공짜|로:2	train=8
기울이다	8	2	기울이다	기울이다:6 기울|이다:2	train=8
데로	8	2	데|로	데|로:6 데로:2	train=8
벌이다	8	2	벌이다	벌이다:6 벌|이다:2	train=8
생각보다	8	2	생각보다	생각보다:6 생각|보다:2	train=8
시나	8	2	시나	시나:6 시|나:2	train=8
자발적으로	8	2	자발적으로	자발적으로:6 자발적|으로:2	train=8
정말요	8	2	정말요	정말요:6 정말|요:2	train=8
집엔	8	2	집엔	집엔:6 집|엔:2	train=8
함께라면	8	2	함께라면	함께라면:6 함께|라면:2	train=8
효진이	8	2	효진|이	효진|이:6 효진이:2	train=8
-아	7	2	-|아	-|아:5 -아:2	train=7
개면	7	2	개|면	개|면:5 개면:2	train=6,val=1
너지	7	2	너|지	너|지:5 너지:2	train=7
년간	7	2	년|간	년|간:5 년간:2	test=1,train=6
당신에겐	7	2	당신|에겐	당신|에겐:5 당신에겐:2	train=6,val=1
를요	7	2	를요	를요:5 를|요:2	train=7
모든걸	7	2	모든걸	모든걸:5 모든|걸:2	train=7
무엇보다	7	2	무엇보다	무엇보다:5 무엇|보다:2	test=1,train=6
뭔지는	7	2	뭔지는	뭔지는:5 뭔지|는:2	train=7
보입니다	7	2	보|입니다	보|입니다:5 보입니다:2	train=6,val=1
불의	7	2	불의	불의:5 불|의:2	train=7
애나	7	2	애나	애나:5 애|나:2	train=7
어디요	7	2	어디|요	어디|요:5 어디요:2	train=7
언제요	7	2	언제|요	언제|요:5 언제요:2	train=7
여태까지	7	2	여태까지	여태까지:5 여태|까지:2	train=7
이든지	7	2	이든지	이든지:5 이|든지:2	train=7
일렬로	7	2	일렬|로	일렬|로:5 일렬로:2	train=7
잘들	7	2	잘들	잘들:5 잘|들:2	train=7
전과	7	2	전과	전과:5 전|과:2	train=7
전체적으로	7	2	전체적으로	전체적으로:5 전체적|으로:2	train=7
합리적으로	7	2	합리적으로	합리적으로:5 합리적|으로:2	train=7
감을	6	2	감|을	감|을:4 감을:2	train=6
감정적으로	6	2	감정적으로	감정적으로:4 감정적|으로:2	train=6
거라고는	6	2	거|라고는	거|라고는:4 거라고는:2	train=6
고맙다고	6	2	고맙다고	고맙다고:4 고맙다|고:2	train=6
과도	6	2	과도	과도:4 과|도:2	train=6
누군지도	6	2	누군지도	누군지도:4 누군지|도:2	train=6
대략적으로	6	2	대략적으로	대략적으로:4 대략적|으로:2	train=6
방식대로	6	2	방식대로	방식대로:4 방식|대로:2	train=6
부정적으로	6	2	부정적으로	부정적으로:4 부정적|으로:2	train=6
상병님	6	2	상병님	상병님:4 상병|님:2	train=6
송의	6	2	송|의	송|의:4 송의:2	test=1,train=5
수의	6	2	수의	수의:4 수|의:2	train=6
실을	6	2	실을	실을:4 실|을:2	train=6
어디있는지	6	2	어디|있는지	어디|있는지:4 어디있는지:2	test=1,train=5
없이도	6	2	없이|도	없이|도:4 없이도:2	test=1,train=5
원칙적으로	6	2	원칙적으로	원칙적으로:4 원칙적|으로:2	train=6
이럴수가	6	2	이럴수가	이럴수가:4 이럴수|가:2	train=6
인지는	6	2	인지는	인지는:4 인지|는:2	train=6
저것은	6	2	저것|은	저것|은:4 저것은:2	train=6
전반적으로	6	2	전반적으로	전반적으로:4 전반적|으로:2	train=6
천만에요	6	2	천만에요	천만에요:4 천만에|요:2	train=6
탈래요	6	2	탈래요	탈래요:4 탈래|요:2	train=6
테지	6	2	테|지	테|지:4 테지:2	train=6
한곡	6	2	한|곡	한|곡:4 한곡:2	train=6
한지로	6	2	한지|로	한지|로:4 한지로:2	train=6
후엔	6	2	후엔	후엔:4 후|엔:2	train=6
--	5	2	-|-	-|-:3 --:2	train=5
감기는	5	2	감기|는	감기|는:3 감기는:2	train=5
거에	5	2	거|에	거|에:3 거에:2	train=5
그건가	5	2	그건가	그건가:3 그건|가:2	train=5
긍정적으로	5	2	긍정적으로	긍정적으로:3 긍정적|으로:2	train=5
끝으로	5	2	끝으로	끝으로:3 끝|으로:2	train=5
나죠	5	2	나죠	나죠:3 나|죠:2	train=5
내게도	5	2	내게|도	내게|도:3 내게도:2	train=5
녀석아	5	2	녀석|아	녀석|아:3 녀석아:2	train=5
논리적으로	5	2	논리적으로	논리적으로:3 논리적|으로:2	train=5
누구라도	5	2	누구|라도	누구|라도:3 누구라도:2	train=5
대신에	5	2	대신|에	대신|에:3 대신에:2	train=5
더요	5	2	더요	더요:3 더|요:2	train=5
데나	5	2	데|나	데|나:3 데나:2	train=5
둘다	5	2	둘다	둘다:3 둘|다:2	train=5
따라서는	5	2	따라서는	따라서는:3 따라서|는:2	train=5
뭐게	5	2	뭐|게	뭐|게:3 뭐게:2	train=4,val=1
뭘하고	5	2	뭘|하고	뭘|하고:3 뭘하고:2	train=5
백의	5	2	백의	백의:3 백|의:2	train=5
빌리는	5	2	빌리는	빌리는:3 빌리|는:2	train=5
빨리해	5	2	빨리해	빨리해:3 빨리|해:2	train=5
쇼야	5	2	쇼|야	쇼|야:3 쇼야:2	train=5
식은	5	2	식|은	식|은:3 식은:2	train=5
아빠다	5	2	아빠|다	아빠|다:3 아빠다:2	train=5
악의	5	2	악의	악의:3 악|의:2	train=5
애초부터	5	2	애초부터	애초부터:3 애초|부터:2	train=5
이랑은	5	2	이랑|은	이랑|은:3 이랑은:2	train=5
이에	5	2	이|에	이|에:3 이에:2	train=5
일과	5	2	일|과	일|과:3 일과:2	train=5
자야	5	2	자|야	자|야:3 자야:2	train=4,val=1
장난하냐	5	2	장난하냐	장난하냐:3 장난|하냐:2	train=5
저기다	5	2	저기다	저기다:3 저기|다:2	train=5
죽이세요	5	2	죽이세요	죽이세요:3 죽|이세요:2	train=5
줄이다	5	2	줄|이다	줄|이다:3 줄이다:2	train=5
지리는	5	2	지리|는	지리|는:3 지리는:2	train=5
할걸요	5	2	할걸요	할걸요:3 할걸|요:2	test=1,train=4
-ㄴ	4	2	-|ㄴ	-|ㄴ:2 -ㄴ:2	train=4
-잖아	4	2	-잖아	-잖아:2 -|잖아:2	train=4
V-ㄴ/은	4	2	V|-|ㄴ|/|은	V|-|ㄴ|/|은:2 V-ㄴ/은:2	train=3,val=1
ㄴ/은	4	2	ㄴ/은	ㄴ/은:2 ㄴ|/|은:2	train=4
같은건	4	2	같은건	같은건:2 같은|건:2	train=3,val=1
거라구	4	2	거라구	거라구:2 거|라구:2	train=4
그러기로	4	2	그러기|로	그러기|로:2 그러기로:2	train=4
그런건	4	2	그런|건	그런|건:2 그런건:2	train=4
기본적으로	4	2	기본적으로	기본적으로:2 기본적|으로:2	train=4
낙관적으로	4	2	낙관적으로	낙관적으로:2 낙관적|으로:2	train=4
내면적으로	4	2	내면적으로	내면적으로:2 내면적|으로:2	train=4
능동적으로	4	2	능동적으로	능동적으로:2 능동적|으로:2	train=4
랑요	4	2	랑|요	랑|요:2 랑요:2	train=4
마리나	4	2	마리|나	마리|나:2 마리나:2	train=4
말이군	4	2	말|이군	말|이군:2 말이군:2	train=4
명시적으로	4	2	명시적으로	명시적으로:2 명시적|으로:2	train=4
무의식적으로	4	2	무의식적으로	무의식적으로:2 무의식적|으로:2	train=4
뭐라는지	4	2	뭐|라는지	뭐|라는지:2 뭐라는지:2	train=4
민폐려나	4	2	민폐려나	민폐려나:2 민폐|려나:2	train=4
본질적으로	4	2	본질적으로	본질적으로:2 본질적|으로:2	train=4
비공식적으로	4	2	비공식적으로	비공식적으로:2 비공식적|으로:2	train=4
비합리적으로	4	2	비합리적으로	비합리적으로:2 비합리적|으로:2	train=4
뿐이고	4	2	뿐|이고	뿐|이고:2 뿐이고:2	train=4
세부적으로	4	2	세부적으로	세부적으로:2 세부적|으로:2	train=4
소극적으로	4	2	소극적으로	소극적으로:2 소극적|으로:2	train=4
수동적으로	4	2	수동적으로	수동적으로:2 수동적|으로:2	train=4
신들이여	4	2	신들이여	신들이여:2 신들|이여:2	train=4
실용적으로	4	2	실용적으로	실용적으로:2 실용적|으로:2	train=4
실제적으로	4	2	실제적으로	실제적으로:2 실제적|으로:2	train=4
심층적으로	4	2	심층적으로	심층적으로:2 심층적|으로:2	train=4
쓰이다	4	2	쓰|이다	쓰|이다:2 쓰이다:2	train=4
암시적으로	4	2	암시적으로	암시적으로:2 암시적|으로:2	train=4
어디보다	4	2	어디보다	어디보다:2 어디|보다:2	train=4
언제보다	4	2	언제보다	언제보다:2 언제|보다:2	train=4
언제였죠	4	2	언제였죠	언제였죠:2 언제|였죠:2	train=4
외형적으로	4	2	외형적으로	외형적으로:2 외형적|으로:2	train=4
위다	4	2	위다	위다:2 위|다:2	train=4
이성적으로	4	2	이성적으로	이성적으로:2 이성적|으로:2	train=4
