# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
所有人	107	32	所有|人	所有|人:75 所有人:32	test=1,train=105,val=1
这种	317	31	这|种	这|种:286 这种:31	test=3,train=312,val=2
不对	120	31	不|对	不|对:89 不对:31	train=119,val=1
口气	87	31	口气	口气:56 口|气:31	train=85,val=2
不了	125	30	不|了	不|了:95 不了:30	train=123,val=2
令人	94	29	令人	令人:65 令|人:29	test=1,train=92,val=1
变得	89	29	变|得	变|得:60 变得:29	test=1,train=88
算是	62	28	算是	算是:34 算|是:28	train=62
个人	450	27	个|人	个|人:423 个人:27	test=3,train=441,val=6
不见	81	27	不|见	不|见:54 不见:27	test=1,train=80
不够	63	27	不够	不够:36 不|够:27	test=1,train=61,val=1
再也	57	27	再|也	再|也:30 再也:27	test=1,train=56
就像	95	26	就|像	就|像:69 就像:26	train=94,val=1
留在	80	26	留|在	留|在:54 留在:26	train=80
准备好	75	26	准备|好	准备|好:49 准备好:26	test=2,train=73
每天	63	26	每|天	每|天:37 每天:26	train=62,val=1
没什么	75	25	没|什么	没|什么:50 没什么:25	train=73,val=2
正在	168	24	正在	正在:144 正|在:24	test=1,train=167
这次	76	24	这|次	这|次:52 这次:24	train=75,val=1
第一次	64	24	第一|次	第一|次:40 第一次:24	test=1,train=62,val=1
得到	194	23	得到	得到:171 得|到:23	test=2,train=191,val=1
才能	99	23	才|能	才|能:76 才能:23	test=2,train=97
更多	85	23	更|多	更|多:62 更多:23	train=85
！！	46	23	！！	！！:23 ！|！:23	test=2,train=43,val=1
只能	114	22	只|能	只|能:92 只能:22	test=2,train=112
不知	69	22	不知	不知:47 不|知:22	test=2,train=66,val=1
是啊	69	22	是|啊	是|啊:47 是啊:22	test=2,train=67
不知道	456	21	不|知道	不|知道:435 不知道:21	test=4,train=446,val=6
可是	182	21	可是	可是:161 可|是:21	train=180,val=2
一块	72	21	一|块	一|块:51 一块:21	train=71,val=1
不成	43	21	不成	不成:22 不|成:21	train=42,val=1
另一	127	20	另|一	另|一:107 另一:20	train=127
脸上	92	20	脸|上	脸|上:72 脸上:20	train=92
这一点	86	20	这|一点	这|一点:66 这|一|点:18 这一点:2	train=83,val=3
意味着	60	20	意味着	意味着:40 意味|着:20	test=3,train=56,val=1
一点	407	19	一点	一点:388 一|点:19	test=4,train=397,val=6
够了	76	19	够|了	够|了:57 够了:19	train=75,val=1
走到	55	19	走|到	走|到:36 走到:19	train=53,val=2
同一	51	19	同一	同一:32 同|一:19	train=49,val=2
有可能	49	19	有|可能	有|可能:30 有可能:19	train=47,val=2
那天	44	19	那天	那天:25 那|天:19	test=2,train=41,val=1
不只是	33	19	不|只是	不|只是:14 不|只|是:11 不只是:4 不只|是:4	train=33
不管	100	18	不管	不管:82 不|管:18	train=98,val=2
得了	62	18	得|了	得|了:44 得了:18	test=1,train=60,val=1
太多	55	18	太|多	太|多:37 太多:18	test=1,train=54
再也不	42	18	再|也|不	再|也|不:24 再也|不:16 再也不:2	test=1,train=41
听着	40	17	听着	听着:23 听|着:17	test=2,train=36,val=2
手上	38	17	手|上	手|上:21 手上:17	train=38
有空	35	17	有|空	有|空:18 有空:17	train=35
只有	238	16	只有	只有:222 只|有:16	test=3,train=231,val=4
两个	224	16	两|个	两|个:208 两个:16	test=3,train=216,val=5
你好	187	16	你好	你好:171 你|好:16	test=1,train=184,val=2
一边	122	16	一边	一边:106 一|边:16	train=122
像是	89	16	像是	像是:73 像|是:16	test=2,train=85,val=2
点头	85	16	点头	点头:69 点|头:16	test=3,train=81,val=1
八转	72	16	八|转	八|转:56 八转:16	train=72
活着	71	16	活着	活着:55 活|着:16	train=69,val=2
一家	55	16	一|家	一|家:39 一家:16	train=55
对了	48	16	对了	对了:32 对|了:16	test=2,train=46
我家	46	16	我家	我家:30 我|家:16	train=46
可不可以	38	16	可|不|可以	可|不|可以:22 可不可以:15 可不|可以:1	test=1,train=37
从没	37	16	从没	从没:21 从|没:16	test=1,train=35,val=1
看向	36	16	看|向	看|向:20 看向:16	train=36
你家	34	16	你家	你家:18 你|家:16	train=34
疯了	115	15	疯|了	疯|了:100 疯了:15	test=2,train=111,val=2
不敢	88	15	不|敢	不|敢:73 不敢:15	test=1,train=87
上去	72	15	上去	上去:57 上|去:15	test=2,train=70
家里	69	15	家里	家里:54 家|里:15	test=2,train=67
一天	66	15	一|天	一|天:51 一天:15	test=1,train=63,val=2
不准	55	15	不|准	不|准:40 不准:15	test=1,train=54
一年	47	15	一|年	一|年:32 一年:15	train=47
算了	38	15	算了	算了:23 算|了:15	test=1,train=37
一人	33	15	一人	一人:18 一|人:15	train=33
同一个	27	15	同|一|个	同|一|个:12 同一个:11 同一|个:4	train=26,val=1
还是	682	14	还是	还是:668 还|是:14	test=13,train=666,val=3
句话	52	14	句|话	句|话:38 句话:14	train=51,val=1
最大	50	14	最大	最大:36 最|大:14	train=49,val=1
不太	48	14	不|太	不|太:34 不太:14	train=46,val=2
还给	42	14	还|给	还|给:28 还给:14	test=1,train=40,val=1
一口气	41	14	一|口|气	一|口|气:27 一|口气:12 一口气:2	test=1,train=38,val=2
一番	38	14	一番	一番:24 一|番:14	train=38
落到	35	14	落|到	落|到:21 落到:14	train=35
几分	28	14	几分	几分:14 几|分:14	train=28
那种	121	13	那|种	那|种:108 那种:13	test=2,train=118,val=1
不再	92	13	不再	不再:79 不|再:13	train=92
完了	66	13	完|了	完|了:53 完了:13	test=2,train=63,val=1
再来	65	13	再|来	再|来:52 再来:13	test=1,train=64
早就	60	13	早就	早就:47 早|就:13	train=60
多大	55	13	多|大	多|大:42 多大:13	train=53,val=2
一部分	53	13	一|部分	一|部分:40 一部分:13	train=52,val=1
再说	52	13	再|说	再|说:39 再说:13	train=52
怎能	49	13	怎能	怎能:36 怎|能:13	train=46,val=3
有的	39	13	有的	有的:26 有|的:13	train=39
新的	37	13	新|的	新|的:24 新的:13	train=37
不住	36	13	不|住	不|住:23 不住:13	test=2,train=34
你爸	30	13	你爸	你爸:17 你|爸:13	train=30
第一个	29	13	第一|个	第一|个:16 第一个:11 第|一|个:2	train=28,val=1
想着	27	13	想着	想着:14 想|着:13	train=26,val=1
一道	81	12	一|道	一|道:69 一道:12	train=81
打死	62	12	打死	打死:50 打|死:12	train=62
第三	59	12	第三	第三:47 第|三:12	test=2,train=57
一阵	53	12	一|阵	一|阵:41 一阵:12	test=1,train=51,val=1
便是	50	12	便|是	便|是:38 便是:12	train=49,val=1
有着	38	12	有|着	有|着:26 有着:12	train=36,val=2
太过	36	12	太过	太过:24 太|过:12	train=35,val=1
第十三	36	12	第|十三	第|十三:24 第十三:12	train=33,val=3
走去	27	12	走|去	走|去:15 走去:12	train=27
就连	24	12	就连	就连:12 就|连:12	train=24
怎么了	373	11	怎么|了	怎么|了:362 怎么了:11	test=6,train=364,val=3
带着	119	11	带|着	带|着:108 带着:11	test=2,train=117
那位	102	11	那|位	那|位:91 那位:11	train=100,val=2
待在	74	11	待|在	待|在:63 待在:11	test=1,train=72,val=1
盯着	57	11	盯|着	盯|着:46 盯着:11	train=57
来看	54	11	来|看	来|看:43 来看:11	train=54
你妈	44	11	你妈	你妈:33 你|妈:11	test=1,train=43
很久	43	11	很|久	很|久:32 很久:11	train=41,val=2
绝不	40	11	绝不	绝不:29 绝|不:11	train=40
有钱	38	11	有|钱	有|钱:27 有钱:11	train=38
十年	29	11	十年	十年:18 十|年:11	train=29
一回事	26	11	一|回事	一|回事:15 一回事:11	train=26
说好	26	11	说|好	说|好:15 说好:11	train=26
很少	25	11	很少	很少:14 很|少:11	test=1,train=23,val=1
穿上	25	11	穿上	穿上:14 穿|上:11	test=1,train=24
一击	23	11	一击	一击:12 一|击:11	train=23
说实话	23	11	说|实话	说|实话:12 说实话:11	train=23
对吧	250	10	对|吧	对|吧:240 对吧:10	test=1,train=246,val=3
真是	183	10	真|是	真|是:173 真是:10	test=1,train=179,val=3
些什么	116	10	些|什么	些|什么:106 些什么:10	test=1,train=115
全都	54	10	全都	全都:44 全|都:10	train=54
某个	47	10	某个	某个:37 某|个:10	test=1,train=46
拿着	45	10	拿|着	拿|着:35 拿着:10	train=45
对此	39	10	对|此	对|此:29 对此:10	train=38,val=1
别说	35	10	别|说	别|说:25 别说:10	train=35
就象	34	10	就|象	就|象:24 就象:10	train=32,val=2
原以为	24	10	原|以为	原|以为:14 原以为:10	train=23,val=1
不要紧	23	10	不要紧	不要紧:13 不|要紧:5 不|要|紧:5	train=23
不得	22	10	不得	不得:12 不|得:10	train=19,val=3
回答道	22	10	回答道	回答道:12 回答|道:10	train=22
地点	22	10	地点	地点:12 地|点:10	train=22
病了	22	10	病|了	病|了:12 病了:10	test=2,train=20
不一样	21	10	不|一样	不|一样:11 不一样:10	train=21
站起身	20	10	站|起身	站|起身:10 站起|身:4 站起身:4 站|起|身:2	train=20
说到	20	10	说到	说到:10 说|到:10	train=20
摇了摇头	16	10	摇|了|摇|头	摇|了|摇|头:6 摇了摇|头:4 摇|了|摇头:4 摇了摇头:2	train=15,val=1
等一下	65	9	等|一下	等|一下:56 等一下:9	test=1,train=64
天啊	60	9	天啊	天啊:51 天|啊:9	train=60
有何	55	9	有|何	有|何:46 有何:9	train=55
几点	53	9	几点	几点:44 几|点:9	test=1,train=51,val=1
穿着	52	9	穿|着	穿|着:43 穿着:9	train=52
不像	51	9	不|像	不|像:42 不像:9	test=1,train=47,val=3
不许	45	9	不许	不许:36 不|许:9	train=43,val=2
女的	43	9	女的	女的:34 女|的:9	test=2,train=40,val=1
而来	35	9	而|来	而|来:26 而来:9	train=35
说出	34	9	说出	说出:25 说|出:9	train=34
一刻	32	9	一刻	一刻:23 一|刻:9	train=32
干啥	32	9	干|啥	干|啥:23 干啥:9	test=1,train=31
我妈	31	9	我妈	我妈:22 我|妈:9	train=31
哪有	30	9	哪有	哪有:21 哪|有:9	train=30
吃完	29	9	吃完	吃完:20 吃|完:9	train=29
喝酒	29	9	喝酒	喝酒:20 喝|酒:9	train=29
多年	27	9	多年	多年:18 多|年:9	train=26,val=1
所知	25	9	所知	所知:16 所|知:9	train=25
向后	24	9	向|后	向|后:15 向后:9	train=24
死定了	20	9	死|定|了	死|定|了:11 死定了:6 死定|了:3	test=1,train=18,val=1
看不见	19	9	看|不|见	看|不|见:10 看不见:9	train=19
我们家	18	9	我们|家	我们|家:9 我们家:9	train=17,val=1
有一天	16	9	有|一|天	有|一|天:7 有|一天:5 有一天:4	train=16
上一次	14	9	上一次	上一次:5 上|一|次:5 上|一次:4	train=14
一声	181	8	一|声	一|声:173 一声:8	train=181
有些	148	8	有些	有些:140 有|些:8	train=147,val=1
还要	145	8	还|要	还|要:137 还要:8	train=145
该死的	96	8	该死|的	该死|的:88 该死的:8	train=96
每个	94	8	每|个	每|个:86 每个:8	test=1,train=92,val=1
一遍	48	8	一|遍	一|遍:40 一遍:8	train=46,val=2
不上	38	8	不|上	不|上:30 不上:8	test=2,train=36
琅琊地灵	36	8	琅琊|地灵	琅琊|地灵:28 琅琊地灵:8	train=34,val=2
说完	35	8	说完	说完:27 说|完:8	train=35
清了清	32	8	清了清	清了清:24 清|了|清:8	train=32
站起来	27	8	站|起来	站|起来:19 站起来:8	test=2,train=25
年前	26	8	年|前	年|前:18 年前:8	train=26
炼蛊	24	8	炼蛊	炼蛊:16 炼|蛊:8	train=24
找不到	21	8	找|不|到	找|不|到:13 找|不到:6 找不到:2	train=21
路上	21	8	路上	路上:13 路|上:8	test=1,train=20
另一边	20	8	另一边	另一边:12 另|一边:6 另|一|边:2	train=20
眨了眨眼	20	8	眨了眨眼	眨了眨眼:12 眨|了|眨眼:8	train=20
不起	19	8	不|起	不|起:11 不起:8	train=18,val=1
下一刻	18	8	下|一刻	下|一刻:10 下一刻:8	train=18
嘴里	18	8	嘴|里	嘴|里:10 嘴里:8	train=17,val=1
掉下来	18	8	掉|下来	掉|下来:10 掉下来:8	train=17,val=1
耸了耸肩	18	8	耸|了|耸肩	耸|了|耸肩:10 耸了耸肩:6 耸了耸|肩:2	train=18
阿兹特兰人	18	8	阿兹特兰|人	阿兹特兰|人:10 阿兹特兰人:8	train=18
好消息	16	8	好消息	好消息:8 好|消息:8	train=16
火原洞主	16	8	火原洞主	火原洞主:8 火原|洞主:8	train=15,val=1
还有没有	16	8	还|有|没有	还|有|没有:8 还有|没有:6 还有没有:2	train=15,val=1
另一侧	14	8	另一侧	另一侧:6 另|一侧:6 另|一|侧:2	train=14
不过	421	7	不过	不过:414 不|过:7	test=4,train=410,val=7
很多	117	7	很多	很多:110 很|多:7	train=115,val=2
两人	101	7	两|人	两|人:94 两人:7	test=1,train=100
手中	69	7	手中	手中:62 手|中:7	train=67,val=2
就这样	68	7	就|这样	就|这样:61 就这样:7	train=68
这样做	64	7	这样|做	这样|做:57 这样做:7	test=1,train=62,val=1
感觉到	46	7	感觉到	感觉到:39 感觉|到:7	train=45,val=1
好啊	42	7	好|啊	好|啊:35 好啊:7	train=41,val=1
抓到	39	7	抓到	抓到:32 抓|到:7	train=37,val=2
快跑	28	7	快|跑	快|跑:21 快跑:7	test=1,train=27
你妈的	27	7	你妈的	你妈的:20 你|妈|的:6 你妈|的:1	test=1,train=26
打给	27	7	打|给	打|给:20 打给:7	test=2,train=23,val=2
一身	22	7	一身	一身:15 一|身:7	train=22
做错	22	7	做|错	做|错:15 做错:7	train=22
好呀	22	7	好|呀	好|呀:15 好呀:7	train=22
得出	21	7	得|出	得|出:14 得出:7	test=1,train=20
拿去	20	7	拿去	拿去:13 拿|去:7	train=20
没用	20	7	没用	没用:13 没|用:7	train=20
留给	20	7	留给	留给:13 留|给:7	train=20
一员	19	7	一|员	一|员:12 一员:7	train=19
好啦	18	7	好啦	好啦:11 好|啦:7	test=1,train=16,val=1
一行	16	7	一行	一行:9 一|行:7	train=16
好说	16	7	好|说	好|说:9 好说:7	train=16
一动	15	7	一动	一动:8 一|动:7	test=1,train=14
干什么	429	6	干|什么	干|什么:423 干什么:6	test=3,train=421,val=5
什么事	274	6	什么|事	什么|事:268 什么事:6	test=2,train=269,val=3
干吗	140	6	干吗	干吗:134 干|吗:6	test=4,train=135,val=1
你自己	124	6	你|自己	你|自己:118 你自己:6	test=4,train=119,val=1
整个	118	6	整个	整个:112 整|个:6	train=117,val=1
别的	102	6	别的	别的:96 别|的:6	test=2,train=97,val=3
忘了	99	6	忘|了	忘|了:93 忘了:6	train=97,val=2
其他人	98	6	其他|人	其他|人:92 其他人:6	test=1,train=96,val=1
这么说	76	6	这么|说	这么|说:70 这么说:6	train=76
一片	72	6	一|片	一|片:66 一片:6	test=1,train=71
有事	61	6	有|事	有|事:55 有事:6	test=1,train=60
注意到	61	6	注意到	注意到:55 注意|到:6	train=60,val=1
！？	61	6	！|？	！|？:55 ！？:6	train=61
不如	60	6	不如	不如:54 不|如:6	train=57,val=3
怎么啦	59	6	怎么|啦	怎么|啦:53 怎么啦:6	train=58,val=1
更好	59	6	更|好	更|好:53 更好:6	train=57,val=2
不出	56	6	不|出	不|出:50 不出:6	test=1,train=53,val=2
不可以	53	6	不|可以	不|可以:47 不可以:6	train=53
妈的	47	6	妈的	妈的:41 妈|的:6	test=2,train=44,val=1
一头	41	6	一|头	一|头:35 一头:6	train=41
来点	40	6	来|点	来|点:34 来点:6	train=39,val=1
哪位	31	6	哪位	哪位:25 哪|位:6	train=31
嫁给	30	6	嫁给	嫁给:24 嫁|给:6	train=28,val=2
这点	30	6	这|点	这|点:24 这点:6	train=30
小心点	27	6	小心|点	小心|点:21 小心点:6	train=26,val=1
摇头	27	6	摇头	摇头:21 摇|头:6	test=2,train=24,val=1
不动	25	6	不|动	不|动:19 不动:6	train=24,val=1
长时间	24	6	长|时间	长|时间:18 长时间:6	test=1,train=23
或是	23	6	或|是	或|是:17 或是:6	train=21,val=2
此事	23	6	此事	此事:17 此|事:6	train=23
话说	22	6	话|说	话|说:16 话说:6	train=22
走出	22	6	走出	走出:16 走|出:6	train=22
那头	21	6	那|头	那|头:15 那头:6	train=20,val=1
二人	20	6	二人	二人:14 二|人:6	train=20
四转	20	6	四|转	四|转:14 四转:6	train=20
并未	20	6	并|未	并|未:14 并未:6	train=20
没想到	20	6	没|想到	没|想到:14 没想到:6	train=20
往前	19	6	往前	往前:13 往|前:6	train=19
望向	18	6	望向	望向:12 望|向:6	train=18
能行	18	6	能|行	能|行:12 能行:6	train=18
藏起来	18	6	藏起来	藏起来:12 藏|起来:6	train=18
要紧	18	6	要紧	要紧:12 要|紧:6	train=18
不愿	17	6	不愿	不愿:11 不|愿:6	train=16,val=1
从不	17	6	从不	从不:11 从|不:6	train=17
察觉到	17	6	察觉|到	察觉|到:11 察觉到:6	train=17
我爸	17	6	我|爸	我|爸:11 我爸:6	test=1,train=16
我等	16	6	我|等	我|等:10 我等:6	train=16
有病	16	6	有|病	有|病:10 有病:6	test=1,train=15
死人	16	6	死人	死人:10 死|人:6	test=1,train=15
马拉尼人	16	6	马拉尼|人	马拉尼|人:10 马拉尼人:6	train=16
黑斗篷	16	6	黑|斗篷	黑|斗篷:10 黑斗篷:6	train=16
听好	15	6	听好	听好:9 听|好:6	train=15
百年	15	6	百年	百年:9 百|年:6	train=15
不变	14	6	不变	不变:8 不|变:6	train=14
塞进	14	6	塞进	塞进:8 塞|进:6	train=13,val=1
巨阳仙尊	14	6	巨阳仙尊	巨阳仙尊:8 巨阳|仙尊:6	train=14
放进	14	6	放进	放进:8 放|进:6	train=14
最爱	14	6	最|爱	最|爱:8 最爱:6	train=14
看好	14	6	看好	看好:8 看|好:6	train=14
第四	14	6	第|四	第|四:8 第四:6	train=14
花酒行者	14	6	花酒行者	花酒行者:8 花酒|行者:6	train=14
诸仙	14	6	诸仙	诸仙:8 诸|仙:6	train=14
一侧	13	6	一|侧	一|侧:7 一侧:6	train=13
不晓得	13	6	不|晓得	不|晓得:7 不晓得:6	train=13
不远	13	6	不|远	不|远:7 不远:6	train=13
为之	13	6	为|之	为|之:7 为之:6	train=13
你们好	13	6	你们|好	你们|好:7 你们好:6	train=13
多颂	13	6	多颂	多颂:7 多|颂:6	test=1,train=12
弄到	13	6	弄到	弄到:7 弄|到:6	train=12,val=1
不足以	12	6	不足以	不足以:6 不|足以:6	train=11,val=1
学生们	12	6	学生|们	学生|们:6 学生们:6	train=12
弄清楚	12	6	弄|清楚	弄|清楚:6 弄清楚:6	train=12
欢迎光临	12	6	欢迎|光临	欢迎|光临:6 欢迎光临:6	train=12
补充道	12	6	补充|道	补充|道:6 补充道:6	train=12
下一次	11	6	下|一|次	下|一|次:5 下|一次:3 下一次:3	train=11
来吧	100	5	来|吧	来|吧:95 来吧:5	train=100
不可能	97	5	不|可能	不|可能:92 不可能:5	test=4,train=93
等着	54	5	等|着	等|着:49 等着:5	train=54
不可	51	5	不可	不可:46 不|可:5	train=51
真正的	51	5	真正|的	真正|的:46 真正的:5	test=1,train=50
这一切	43	5	这|一切	这|一切:38 这一切:5	train=43
不舒服	32	5	不|舒服	不|舒服:27 不舒服:5	train=31,val=1
今天晚上	29	5	今天|晚上	今天|晚上:24 今天晚上:5	test=1,train=27,val=1
做好	26	5	做好	做好:21 做|好:5	test=1,train=24,val=1
下一个	21	5	下一个	下一个:16 下|一|个:5	train=21
认真的	21	5	认真|的	认真|的:16 认真的:5	test=1,train=20
不只	19	5	不|只	不|只:14 不只:5	train=19
送给	19	5	送给	送给:14 送|给:5	train=18,val=1
看不到	18	5	看|不|到	看|不|到:13 看|不到:3 看不到:2	train=18
跑去	18	5	跑|去	跑|去:13 跑去:5	train=18
做完	17	5	做完	做完:12 做|完:5	train=17
对啊	17	5	对啊	对啊:12 对|啊:5	test=1,train=16
街上	17	5	街|上	街|上:12 街上:5	train=17
个头	16	5	个头	个头:11 个|头:5	train=16
在下	16	5	在下	在下:11 在|下:5	train=16
有种	16	5	有种	有种:11 有|种:5	test=1,train=15
桌上	16	5	桌|上	桌|上:11 桌上:5	train=16
活下去	16	5	活下去	活下去:11 活|下去:5	train=16
一言	15	5	一言	一言:10 一|言:5	train=15
人才	15	5	人才	人才:10 人|才:5	test=1,train=14
醒过来	15	5	醒|过来	醒|过来:10 醒过来:5	train=14,val=1
两点	14	5	两|点	两|点:9 两点:5	test=1,train=13
山上	14	5	山|上	山|上:9 山上:5	train=14
什么样子	13	5	什么|样子	什么|样子:8 什么样子:5	train=13
借给	13	5	借给	借给:8 借|给:5	train=13
假的	13	5	假的	假的:8 假|的:5	train=13
屋里	13	5	屋|里	屋|里:8 屋里:5	train=12,val=1
想不到	13	5	想不到	想不到:8 想|不|到:3 想|不到:2	train=13
得来	12	5	得来	得来:7 得|来:5	train=12
坚持住	11	5	坚持住	坚持住:6 坚持|住:5	train=11
正要	11	5	正|要	正|要:6 正要:5	train=11
真棒	11	5	真|棒	真|棒:6 真棒:5	train=11
被困	11	5	被|困	被|困:6 被困:5	test=1,train=10
先是	10	5	先|是	先|是:5 先是:5	train=10
历史上	10	5	历史|上	历史|上:5 历史上:5	train=10
听明白	10	5	听|明白	听|明白:5 听明白:5	train=10
很长时间	10	5	很|长|时间	很|长|时间:5 很|长时间:3 很长时间:2	train=10
狗娘养的	10	5	狗娘|养|的	狗娘|养|的:5 狗娘养的:4 狗娘|养的:1	train=10
非要	10	5	非|要	非|要:5 非要:5	train=10
一样	339	4	一样	一样:335 一|样:4	test=4,train=328,val=7
的是	306	4	的|是	的|是:302 的是:4	test=1,train=303,val=2
多久	186	4	多久	多久:182 多|久:4	train=183,val=3
要不要	184	4	要|不|要	要|不|要:180 要不要:4	test=1,train=181,val=2
第一	173	4	第一	第一:169 第|一:4	train=171,val=2
可不	156	4	可|不	可|不:152 可不:4	test=1,train=154,val=1
见过	145	4	见|过	见|过:141 见过:4	train=144,val=1
只要	134	4	只要	只要:130 只|要:4	test=1,train=133
走吧	118	4	走|吧	走|吧:114 走吧:4	test=2,train=115,val=1
不在	88	4	不|在	不|在:84 不在:4	train=87,val=1
手指	82	4	手指	手指:78 手|指:4	train=82
想到	81	4	想到	想到:77 想|到:4	train=80,val=1
这位	80	4	这|位	这|位:76 这位:4	train=79,val=1
一把	79	4	一|把	一|把:75 一把:4	test=1,train=76,val=2
成了	72	4	成|了	成|了:68 成了:4	test=2,train=70
大的	68	4	大|的	大|的:64 大的:4	train=67,val=1
一步	63	4	一|步	一|步:59 一步:4	test=2,train=60,val=1
一杯	62	4	一|杯	一|杯:58 一杯:4	test=1,train=61
跟着	55	4	跟|着	跟|着:51 跟着:4	test=1,train=54
七转	54	4	七|转	七|转:50 七转:4	train=54
倒是	45	4	倒是	倒是:41 倒|是:4	test=1,train=44
听我说	44	4	听|我|说	听|我|说:40 听我说:4	train=44
怎会	44	4	怎|会	怎|会:40 怎会:4	train=44
吃的	43	4	吃|的	吃|的:39 吃的:4	train=42,val=1
快来	40	4	快|来	快|来:36 快来:4	test=1,train=39
望着	40	4	望|着	望|着:36 望着:4	train=40
一丝	38	4	一|丝	一|丝:34 一丝:4	train=38
去死	38	4	去|死	去|死:34 去死:4	test=1,train=36,val=1
凭什么	35	4	凭什么	凭什么:31 凭|什么:4	train=35
我自己	35	4	我|自己	我|自己:31 我自己:4	train=35
没关系	33	4	没关系	没关系:29 没|关系:4	train=33
不着	32	4	不|着	不|着:28 不着:4	test=2,train=29,val=1
更是	30	4	更|是	更|是:26 更是:4	train=29,val=1
胡说	29	4	胡说	胡说:25 胡|说:4	train=28,val=1
太白云生	28	4	太白云生	太白云生:24 太白云|生:2 太白|云|生:2	train=26,val=2
她自己	28	4	她|自己	她|自己:24 她自己:4	test=1,train=26,val=1
我的天	27	4	我|的|天	我|的|天:23 我的天:4	train=27
这头	27	4	这|头	这|头:23 这头:4	train=27
把手	26	4	把|手	把|手:22 把手:4	train=26
好让	25	4	好|让	好|让:21 好让:4	train=25
难以置信	25	4	难以置信	难以置信:21 难以|置信:4	train=24,val=1
叫人	23	4	叫|人	叫|人:19 叫人:4	train=22,val=1
怎办	23	4	怎办	怎办:19 怎|办:4	train=22,val=1
远点	22	4	远|点	远|点:18 远点:4	train=22
送到	21	4	送|到	送|到:17 送到:4	test=2,train=19
蛊仙们	20	4	蛊仙|们	蛊仙|们:16 蛊仙们:4	test=1,train=19
三人	18	4	三|人	三|人:14 三人:4	train=17,val=1
伊兹卡利人	18	4	伊兹卡利人	伊兹卡利人:14 伊兹卡利|人:4	train=18
星宿仙尊	18	4	星宿仙尊	星宿仙尊:14 星宿|仙尊:4	train=17,val=1
滚出去	18	4	滚|出去	滚|出去:14 滚出去:4	train=18
随之	18	4	随之	随之:14 随|之:4	train=18
不管怎样	17	4	不管|怎样	不管|怎样:13 不管怎样:4	train=17
回头见	17	4	回头|见	回头|见:13 回头见:4	train=17
怎么着	17	4	怎么着	怎么着:13 怎么|着:4	train=17
男的	17	4	男的	男的:13 男|的:4	test=1,train=16
落在	17	4	落|在	落|在:13 落在:4	train=17
跑来	17	4	跑|来	跑|来:13 跑来:4	train=15,val=2
一方	16	4	一方	一方:12 一|方:4	train=16
一时	16	4	一时	一时:12 一|时:4	train=16
五域	16	4	五|域	五|域:12 五域:4	train=16
佩雷杜里人	16	4	佩雷杜里人	佩雷杜里人:12 佩雷杜里|人:4	train=16
劫运坛	16	4	劫运坛	劫运坛:12 劫运|坛:4	train=16
在地	16	4	在|地	在|地:12 在地:4	train=16
所能	16	4	所|能	所|能:12 所能:4	train=16
