# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
ช่วยด้วย	33	7	ช่วยด้วย	ช่วยด้วย:26 ช่วย|ด้วย:7	test=1,train=32
ใจดี	33	7	ใจดี	ใจดี:26 ใจ|ดี:7	train=33
มากิน	31	7	มา|กิน	มา|กิน:24 มากิน:7	train=30,val=1
อย่างกับ	29	7	อย่างกับ	อย่างกับ:22 อย่าง|กับ:7	train=29
สีเขียว	28	7	สี|เขียว	สี|เขียว:21 สีเขียว:7	train=28
แผนที่	22	7	แผนที่	แผนที่:15 แผน|ที่:7	train=22
ตอนบ่าย	18	7	ตอน|บ่าย	ตอน|บ่าย:11 ตอนบ่าย:7	train=18
ต่างๆ	17	7	ต่างๆ	ต่างๆ:10 ต่าง|ๆ:7	train=17
ที่ผ่านมา	16	7	ที่|ผ่านมา	ที่|ผ่านมา:9 ที่ผ่านมา:7	train=16
ให้อภัย	16	7	ให้อภัย	ให้อภัย:9 ให้|อภัย:7	train=16
ไร้ประโยชน์	16	7	ไร้ประโยชน์	ไร้ประโยชน์:9 ไร้|ประโยชน์:7	train=16
ชื่อจริง	15	7	ชื่อจริง	ชื่อจริง:8 ชื่อ|จริง:7	train=15
อันไหน	15	7	อัน|ไหน	อัน|ไหน:8 อันไหน:7	train=15
น่าเชื่อ	14	7	น่าเชื่อ	น่าเชื่อ:7 น่า|เชื่อ:7	train=14
เอาแต่	14	7	เอา|แต่	เอา|แต่:7 เอาแต่:7	train=14
แค่นั้นแหละ	13	7	แค่|นั้น|แหละ	แค่|นั้น|แหละ:6 แค่นั้น|แหละ:6 แค่นั้นแหละ:1	train=13
พวกเขา	793	6	พวกเขา	พวกเขา:787 พวก|เขา:6	test=10,train=775,val=8
รู้เรื่อง	81	6	รู้เรื่อง	รู้เรื่อง:75 รู้|เรื่อง:6	train=81
แล้วกัน	70	6	แล้วกัน	แล้วกัน:64 แล้ว|กัน:6	train=69,val=1
พวกแก	66	6	พวก|แก	พวก|แก:60 พวกแก:6	train=64,val=2
มาตลอด	57	6	มา|ตลอด	มา|ตลอด:51 มาตลอด:6	train=57
ทั้งสอง	47	6	ทั้งสอง	ทั้งสอง:41 ทั้ง|สอง:6	test=2,train=45
หรือว่า	47	6	หรือว่า	หรือว่า:41 หรือ|ว่า:6	test=1,train=44,val=2
ตัวตาย	33	6	ตัวตาย	ตัวตาย:27 ตัว|ตาย:6	train=33
อีกหน่อย	28	6	อีกหน่อย	อีกหน่อย:22 อีก|หน่อย:6	train=28
เร็วกว่า	27	6	เร็ว|กว่า	เร็ว|กว่า:21 เร็วกว่า:6	train=26,val=1
อยู่ดี	24	6	อยู่ดี	อยู่ดี:18 อยู่|ดี:6	train=23,val=1
คนดู	23	6	คนดู	คนดู:17 คน|ดู:6	train=23
ข้าวเย็น	22	6	ข้าวเย็น	ข้าวเย็น:16 ข้าว|เย็น:6	train=22
พวกเค้า	21	6	พวก|เค้า	พวก|เค้า:15 พวกเค้า:6	train=21
อาทิตย์หน้า	20	6	อาทิตย์|หน้า	อาทิตย์|หน้า:14 อาทิตย์หน้า:6	test=1,train=19
ได้เรื่อง	20	6	ได้เรื่อง	ได้เรื่อง:14 ได้|เรื่อง:6	train=20
ผ่านมา	19	6	ผ่านมา	ผ่านมา:13 ผ่าน|มา:6	train=19
ร่วมกัน	19	6	ร่วมกัน	ร่วมกัน:13 ร่วม|กัน:6	test=1,train=18
หายตัว	19	6	หาย|ตัว	หาย|ตัว:13 หายตัว:6	train=19
พูดจา	17	6	พูด|จา	พูด|จา:11 พูดจา:6	train=17
เอาอีก	17	6	เอา|อีก	เอา|อีก:11 เอาอีก:6	train=17
ตอบตกลง	13	6	ตอบ|ตกลง	ตอบ|ตกลง:7 ตอบตกลง:6	train=13
หยุดยิง	12	6	หยุด|ยิง	หยุด|ยิง:6 หยุดยิง:6	train=11,val=1
ไม่มี	1509	5	ไม่|มี	ไม่|มี:1504 ไม่มี:5	test=22,train=1466,val=21
กลับมา	545	5	กลับ|มา	กลับ|มา:540 กลับมา:5	test=9,train=529,val=7
ได้ยิน	326	5	ได้ยิน	ได้ยิน:321 ได้|ยิน:5	test=4,train=319,val=3
ไม่เป็นไร	325	5	ไม่เป็นไร	ไม่เป็นไร:320 ไม่|เป็นไร:5	test=2,train=322,val=1
พวกเจ้า	54	5	พวกเจ้า	พวกเจ้า:49 พวก|เจ้า:5	train=53,val=1
ทางนั้น	47	5	ทาง|นั้น	ทาง|นั้น:42 ทางนั้น:5	train=47
อื่นๆ	38	5	อื่น|ๆ	อื่น|ๆ:33 อื่นๆ:5	train=38
ยกโทษ	28	5	ยก|โทษ	ยก|โทษ:23 ยกโทษ:5	test=1,train=27
ผู้นำ	23	5	ผู้นำ	ผู้นำ:18 ผู้|นำ:5	train=22,val=1
แป๊บนึง	22	5	แป๊บ|นึง	แป๊บ|นึง:17 แป๊บนึง:5	train=22
ยอดมาก	19	5	ยอดมาก	ยอดมาก:14 ยอด|มาก:5	train=19
อีกรอบ	19	5	อีกรอบ	อีกรอบ:14 อีก|รอบ:5	test=1,train=18
ตั้งรับ	18	5	ตั้งรับ	ตั้งรับ:13 ตั้ง|รับ:5	train=18
คุณนายฉั่น	17	5	คุณนาย|ฉั่น	คุณนาย|ฉั่น:12 คุณนายฉั่น:5	train=17
แน่นะ	16	5	แน่|นะ	แน่|นะ:11 แน่นะ:4 แน่น|ะ:1	train=16
ตรวจดู	15	5	ตรวจดู	ตรวจดู:10 ตรวจ|ดู:5	train=15
หาเรื่อง	14	5	หา|เรื่อง	หา|เรื่อง:9 หาเรื่อง:5	train=14
คนบ้า	12	5	คน|บ้า	คน|บ้า:7 คนบ้า:5	train=12
ชั้นบน	11	5	ชั้นบน	ชั้นบน:6 ชั้น|บน:5	test=1,train=10
ปวดหัว	11	5	ปวดหัว	ปวดหัว:6 ปวด|หัว:5	train=11
คนแปลกหน้า	10	5	คน|แปลกหน้า	คน|แปลกหน้า:5 คนแปลกหน้า:5	test=1,train=7,val=2
ตรงเวลา	10	5	ตรงเวลา	ตรงเวลา:5 ตรง|เวลา:5	train=10
แล้วก็	223	4	แล้ว|ก็	แล้ว|ก็:219 แล้วก็:4	test=1,train=222
อาจจะ	206	4	อาจจะ	อาจจะ:202 อาจ|จะ:4	test=1,train=204,val=1
ตกลง	191	4	ตกลง	ตกลง:187 ตก|ลง:4	test=2,train=187,val=2
เอาล่ะ	145	4	เอาล่ะ	เอาล่ะ:141 เอา|ล่ะ:4	test=1,train=143,val=1
นั่นแหละ	118	4	นั่นแหละ	นั่นแหละ:114 นั่น|แหละ:4	test=1,train=117
ดูดี	85	4	ดู|ดี	ดู|ดี:81 ดูดี:4	test=1,train=81,val=3
อีกที	60	4	อีกที	อีกที:56 อีก|ที:4	test=1,train=59
หมอนี่	35	4	หมอนี่	หมอนี่:31 หมอ|นี่:4	train=35
แล้วแต่	30	4	แล้วแต่	แล้วแต่:26 แล้ว|แต่:4	test=1,train=29
คนขับ	28	4	คน|ขับ	คน|ขับ:24 คนขับ:4	train=28
คนสวย	22	4	คน|สวย	คน|สวย:18 คนสวย:4	train=22
วันหนึ่ง	22	4	วันหนึ่ง	วันหนึ่ง:18 วัน|หนึ่ง:4	train=22
หลังจากนั้น	22	4	หลังจากนั้น	หลังจากนั้น:18 หลังจาก|นั้น:4	train=22
ที่ทำงาน	20	4	ที่|ทำงาน	ที่|ทำงาน:16 ที่ทำงาน:4	train=20
นั้นแหละ	20	4	นั้น|แหละ	นั้น|แหละ:16 นั้นแหละ:4	test=1,train=18,val=1
สักวัน	19	4	สักวัน	สักวัน:15 สัก|วัน:4	train=19
โทรเลข	19	4	โทรเลข	โทรเลข:15 โทร|เลข:4	train=19
มักจะ	18	4	มัก|จะ	มัก|จะ:14 มักจะ:4	train=18
ฝันดี	15	4	ฝันดี	ฝันดี:11 ฝัน|ดี:4	train=15
ลาออก	15	4	ลาออก	ลาออก:11 ลา|ออก:4	train=14,val=1
เอาเถอะ	15	4	เอาเถอะ	เอาเถอะ:11 เอา|เถอะ:4	train=15
คนขาย	14	4	คน|ขาย	คน|ขาย:10 คนขาย:4	train=14
ปีก่อน	14	4	ปี|ก่อน	ปี|ก่อน:10 ปีก่อน:4	train=14
สีเหลือง	14	4	สีเหลือง	สีเหลือง:10 สี|เหลือง:4	train=14
ไอ้น้อง	14	4	ไอ้|น้อง	ไอ้|น้อง:10 ไอ้น้อง:4	train=14
ที่นอน	13	4	ที่นอน	ที่นอน:9 ที่|นอน:4	train=13
ยัยหนู	13	4	ยัย|หนู	ยัย|หนู:9 ยัยหนู:4	test=1,train=12
เข้าไว้	13	4	เข้า|ไว้	เข้า|ไว้:9 เข้าไว้:4	train=12,val=1
เฝ้าดู	13	4	เฝ้าดู	เฝ้าดู:9 เฝ้า|ดู:4	train=13
ตรงโน้น	12	4	ตรง|โน้น	ตรง|โน้น:8 ตรงโน้น:4	train=12
สมัยนี้	12	4	สมัย|นี้	สมัย|นี้:8 สมัยนี้:4	train=11,val=1
เจ้าหมู	12	4	เจ้า|หมู	เจ้า|หมู:8 เจ้าหมู:4	train=12
ไม่ช้า	12	4	ไม่|ช้า	ไม่|ช้า:8 ไม่ช้า:4	train=12
รถชน	11	4	รถ|ชน	รถ|ชน:7 รถชน:4	train=11
ลูกเดียว	11	4	ลูกเดียว	ลูกเดียว:7 ลูก|เดียว:4	train=11
เกือบจะ	11	4	เกือบจะ	เกือบจะ:7 เกือบ|จะ:4	train=11
กวนใจ	10	4	กวนใจ	กวนใจ:6 กวน|ใจ:4	train=9,val=1
ตอบว่า	10	4	ตอบว่า	ตอบว่า:6 ตอบ|ว่า:4	train=10
เมืองนอก	10	4	เมือง|นอก	เมือง|นอก:6 เมืองนอก:4	train=10
แทนที่จะ	10	4	แทนที่จะ	แทนที่จะ:6 แทน|ที่|จะ:4	test=1,train=9
ใดๆ	10	4	ใด|ๆ	ใด|ๆ:6 ใดๆ:4	train=10
ไฮล์ฮิตเลอร์	10	4	ไฮล์|ฮิตเลอร์	ไฮล์|ฮิตเลอร์:6 ไฮล์ฮิตเลอร์:4	train=10
ก่อนหน้านี้	9	4	ก่อนหน้านี้	ก่อนหน้านี้:5 ก่อนหน้า|นี้:4	train=9
คนเลว	9	4	คน|เลว	คน|เลว:5 คนเลว:4	test=1,train=8
พากัน	9	4	พากัน	พากัน:5 พา|กัน:4	train=9
รอดชีวิต	9	4	รอดชีวิต	รอดชีวิต:5 รอด|ชีวิต:4	train=9
สิบล้าน	9	4	สิบ|ล้าน	สิบ|ล้าน:5 สิบล้าน:4	train=9
สีม่วง	9	4	สี|ม่วง	สี|ม่วง:5 สีม่วง:4	train=9
แต่ก่อน	9	4	แต่|ก่อน	แต่|ก่อน:5 แต่ก่อน:4	train=9
แทนที่	9	4	แทน|ที่	แทน|ที่:5 แทนที่:4	test=1,train=8
ขอล่ะ	8	4	ขอ|ล่ะ	ขอ|ล่ะ:4 ขอล่ะ:4	train=8
ต้องสงสัย	8	4	ต้องสงสัย	ต้องสงสัย:4 ต้อง|สงสัย:4	train=8
ออกเดินทาง	8	4	ออกเดินทาง	ออกเดินทาง:4 ออก|เดินทาง:4	train=8
เบอร์โทร	8	4	เบอร์|โทร	เบอร์|โทร:4 เบอร์โทร:4	train=8
เป็นอัน	8	4	เป็นอัน	เป็นอัน:4 เป็น|อัน:4	train=8
ใช่ไหม	534	3	ใช่|ไหม	ใช่|ไหม:531 ใช่ไหม:3	test=6,train=520,val=8
สบายดี	175	3	สบายดี	สบายดี:172 สบาย|ดี:3	test=3,train=172
มีความสุข	127	3	มี|ความสุข	มี|ความสุข:124 มีความสุข:3	test=1,train=125,val=1
เป็นไป	119	3	เป็น|ไป	เป็น|ไป:116 เป็นไป:3	test=1,train=116,val=2
เกิดขึ้น	100	3	เกิดขึ้น	เกิดขึ้น:97 เกิด|ขึ้น:3	test=1,train=99
ไอ้มาก	64	3	ไอ้|มาก	ไอ้|มาก:61 ไอ้มาก:3	train=64
ที่มา	63	3	ที่|มา	ที่|มา:60 ที่มา:3	train=63
ที่บ้าน	62	3	ที่|บ้าน	ที่|บ้าน:59 ที่บ้าน:3	train=62
คราวนี้	57	3	คราวนี้	คราวนี้:54 คราว|นี้:3	train=57
ไอ้บ้า	50	3	ไอ้|บ้า	ไอ้|บ้า:47 ไอ้บ้า:3	train=49,val=1
ครั้งแรก	49	3	ครั้ง|แรก	ครั้ง|แรก:46 ครั้งแรก:3	train=49
วันที่	47	3	วัน|ที่	วัน|ที่:44 วันที่:3	train=45,val=2
เอาไง	35	3	เอา|ไง	เอา|ไง:32 เอาไง:3	test=1,train=33,val=1
ดีล่ะ	32	3	ดี|ล่ะ	ดี|ล่ะ:29 ดีล่ะ:3	train=31,val=1
แท้ๆ	32	3	แท้ๆ	แท้ๆ:29 แท้|ๆ:3	train=31,val=1
นี่เอง	31	3	นี่|เอง	นี่|เอง:28 นี่เอง:3	test=1,train=30
ถ้างั้น	27	3	ถ้า|งั้น	ถ้า|งั้น:24 ถ้างั้น:3	train=27
ทางไหน	26	3	ทาง|ไหน	ทาง|ไหน:23 ทางไหน:3	test=1,train=24,val=1
บ้าจริง	24	3	บ้าจริง	บ้าจริง:21 บ้า|จริง:3	train=24
ก็ตาม	23	3	ก็|ตาม	ก็|ตาม:20 ก็ตาม:3	train=22,val=1
ลูกหมา	23	3	ลูก|หมา	ลูก|หมา:20 ลูกหมา:3	train=22,val=1
ท่านอาจารย์	21	3	ท่าน|อาจารย์	ท่าน|อาจารย์:18 ท่านอาจารย์:3	train=21
ทุกที่	20	3	ทุกที่	ทุกที่:17 ทุก|ที่:3	train=19,val=1
คนรัก	19	3	คนรัก	คนรัก:16 คน|รัก:3	train=19
ที่ว่า	19	3	ที่|ว่า	ที่|ว่า:16 ที่ว่า:3	train=19
พ่อหนุ่ม	19	3	พ่อ|หนุ่ม	พ่อ|หนุ่ม:16 พ่อหนุ่ม:3	train=19
คนแก่	18	3	คนแก่	คนแก่:15 คน|แก่:3	train=18
จากกัน	17	3	จาก|กัน	จาก|กัน:14 จากกัน:3	train=17
ใครบางคน	17	3	ใคร|บางคน	ใคร|บางคน:14 ใครบางคน:3	train=17
กับข้าว	16	3	กับข้าว	กับข้าว:13 กับ|ข้าว:3	train=16
ตัวน้อย	16	3	ตัวน้อย	ตัวน้อย:13 ตัว|น้อย:3	train=16
ท่านเยียน	16	3	ท่านเยียน	ท่านเยียน:13 ท่าน|เยียน:3	train=16
อย่างเดียว	16	3	อย่างเดียว	อย่างเดียว:13 อย่าง|เดียว:3	test=1,train=15
เดินหน้า	16	3	เดินหน้า	เดินหน้า:13 เดิน|หน้า:3	train=16
ต่อให้	15	3	ต่อให้	ต่อให้:12 ต่อ|ให้:3	train=15
เอาแล้ว	15	3	เอา|แล้ว	เอา|แล้ว:12 เอาแล้ว:3	train=15
ตลอดชีวิต	14	3	ตลอด|ชีวิต	ตลอด|ชีวิต:11 ตลอดชีวิต:3	train=14
หัวมัน	14	3	หัว|มัน	หัว|มัน:11 หัวมัน:3	train=14
การฝึก	13	3	การฝึก	การฝึก:10 การ|ฝึก:3	train=13
ขอย้ำ	13	3	ขอย้ำ	ขอย้ำ:10 ขอ|ย้ำ:3	train=13
ชาวยิว	13	3	ชาว|ยิว	ชาว|ยิว:10 ชาวยิว:3	train=13
ด้วยดี	13	3	ด้วย|ดี	ด้วย|ดี:10 ด้วยดี:3	train=13
นักมวยปล้ำ	13	3	นักมวยปล้ำ	นักมวยปล้ำ:10 นัก|มวยปล้ำ:3	test=1,train=11,val=1
ทั้งที่	12	3	ทั้งที่	ทั้งที่:9 ทั้ง|ที่:3	train=12
นั่นเอง	12	3	นั่น|เอง	นั่น|เอง:9 นั่นเอง:3	train=12
ปลอมตัว	12	3	ปลอมตัว	ปลอมตัว:9 ปลอม|ตัว:3	train=12
มิได้	12	3	มิได้	มิได้:9 มิ|ได้:3	train=11,val=1
แกล่ะ	12	3	แก|ล่ะ	แก|ล่ะ:9 แกล่ะ:3	train=12
ใช่ว่า	12	3	ใช่|ว่า	ใช่|ว่า:9 ใช่ว่า:3	test=1,train=11
ตรงหน้า	11	3	ตรงหน้า	ตรงหน้า:8 ตรง|หน้า:3	train=11
ท่าจะ	11	3	ท่าจะ	ท่าจะ:8 ท่า|จะ:3	train=11
มื้อค่ำ	11	3	มื้อ|ค่ำ	มื้อ|ค่ำ:8 มื้อค่ำ:3	train=11
หาว่า	11	3	หาว่า	หาว่า:8 หา|ว่า:3	train=11
อาจารย์หวง	11	3	อาจารย์หวง	อาจารย์หวง:8 อาจารย์|หวง:3	train=11
เพียงแค่	11	3	เพียงแค่	เพียงแค่:8 เพียง|แค่:3	train=11
เพื่อนรัก	11	3	เพื่อนรัก	เพื่อนรัก:8 เพื่อน|รัก:3	train=11
