# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
のようだ	69	18	の|よう|だ	の|よう|だ:51 の|ようだ:17 のようだ:1	test=1,train=68
値する	56	18	値する	値する:38 値|する:18	train=56
共に	49	18	共に	共に:31 共|に:18	test=1,train=47,val=1
時間通り	49	18	時間|通り	時間|通り:31 時間通り:18	test=1,train=48
本当です	46	18	本当|です	本当|です:28 本当です:18	train=46
あっても	40	18	あって|も	あって|も:22 あっても:17 あっ|て|も:1	train=40
わたしたち	37	18	わたしたち	わたしたち:19 わたし|たち:18	test=1,train=36
なって	1084	17	なって	なって:1067 な|って:17	test=8,train=1067,val=9
みて	174	17	みて	みて:157 み|て:17	test=3,train=169,val=2
ようだ	130	17	よう|だ	よう|だ:113 ようだ:17	test=1,train=126,val=3
絶対に	123	17	絶対|に	絶対|に:106 絶対に:17	train=120,val=3
だっけ	68	17	だ|っけ	だ|っけ:51 だっけ:17	train=68
そのまま	60	17	そのまま	そのまま:43 その|まま:17	train=59,val=1
とっても	60	17	とっても	とっても:43 とって|も:17	train=59,val=1
たまに	56	17	たまに	たまに:39 たま|に:17	test=1,train=53,val=2
なんだって	26	17	な|ん|だ|って	な|ん|だ|って:9 なんだって:7 な|ん|だって:6 なん|だ|って:3 なん|だって:1	train=26
私たち	3131	16	私|たち	私|たち:3115 私たち:16	test=31,train=3081,val=19
どのように	116	16	どの|よう|に	どの|よう|に:100 どのように:16	test=1,train=114,val=1
だったら	114	16	だったら	だったら:98 だっ|たら:16	train=114
してない	68	16	してない	してない:52 して|ない:16	test=1,train=67
いくらか	65	16	いくらか	いくらか:49 いくら|か:16	test=1,train=64
知ってた	63	16	知ってた	知ってた:47 知って|た:16	train=63
だれか	47	16	だれ|か	だれ|か:31 だれか:16	train=47
海外旅行	43	16	海外旅行	海外旅行:27 海外|旅行:16	test=1,train=42
いっぱいだった	39	16	いっぱい|だった	いっぱい|だった:23 いっぱいだった:16	test=1,train=38
どの	662	15	どの	どの:647 ど|の:15	test=5,train=653,val=4
じゃない	514	15	じゃない	じゃない:499 じゃ|ない:15	test=4,train=506,val=4
いれば	106	15	いれば	いれば:91 いれ|ば:15	train=104,val=2
何度も	102	15	何度|も	何度|も:87 何度も:15	train=101,val=1
どんなに	82	15	どんな|に	どんな|に:67 どんなに:15	train=81,val=1
実は	75	15	実|は	実|は:60 実は:15	train=75
どれぐらい	70	15	どれ|ぐらい	どれ|ぐらい:55 どれぐらい:15	train=70
し始めた	39	15	し始めた	し始めた:24 し|始めた:15	train=39
かい	431	14	かい	かい:417 か|い:14	test=3,train=426,val=2
いるようだ	110	14	いるようだ	いるようだ:96 いる|よう|だ:14	train=110
ほんの	95	14	ほんの	ほんの:81 ほん|の:14	train=95
をつかんだ	59	14	を|つかんだ	を|つかんだ:45 をつかんだ:14	train=59
朝早く	53	14	朝|早く	朝|早く:39 朝早く:14	train=53
ともに	50	14	ともに	ともに:36 とも|に:14	train=48,val=2
何もかも	35	14	何|も|か|も	何|も|か|も:21 何もかも:8 何|も|かも:6	train=35
では	2742	13	で|は	で|は:2729 では:13	test=19,train=2711,val=12
いたら	93	13	いたら	いたら:80 い|たら:9 いた|ら:4	test=1,train=90,val=2
行けば	90	13	行けば	行けば:77 行け|ば:13	train=87,val=3
泣き出した	61	13	泣き出した	泣き出した:48 泣き|出した:13	test=1,train=60
大っ嫌い	46	13	大っ嫌い	大っ嫌い:33 大っ|嫌い:13	train=46
なるほど	45	13	なる|ほど	なる|ほど:32 なるほど:13	train=45
ほんとに	41	13	ほんと|に	ほんと|に:28 ほんとに:13	train=41
少なくとも	33	13	少なく|とも	少なく|とも:20 少なくとも:13	train=33
約17人	28	13	約17人	約17人:15 約|17人:13	train=28
殺人事件	26	13	殺人事件	殺人事件:13 殺人|事件:13	train=26
はなくて	24	13	は|なくて	は|なくて:11 は|なく|て:8 はなくて:5	train=24
なんか	202	12	なんか	なんか:190 なん|か:11 な|ん|か:1	test=2,train=200
お名前	76	12	お名前	お名前:64 お|名前:12	train=75,val=1
ありがとうございました	59	12	ありがとう|ございました	ありがとう|ございました:47 ありがとうございました:12	train=59
にわか雨	42	12	にわか雨	にわか雨:30 にわか|雨:9 に|わか雨:3	test=1,train=40,val=1
と言えば	36	12	と|言えば	と|言えば:24 と|言え|ば:9 と言えば:3	train=36
間違いない	31	12	間違いない	間違いない:19 間違い|ない:12	train=31
よくなった	25	12	よくなった	よくなった:13 よく|なった:12	train=25
約40人	24	12	約40人	約40人:12 約|40人:12	train=24
一晩中	79	11	一晩|中	一晩|中:68 一晩中:11	train=78,val=1
奴ら	70	11	奴ら	奴ら:59 奴|ら:11	test=2,train=66,val=2
からだ	66	11	から|だ	から|だ:55 からだ:11	test=1,train=65
はいる	66	11	は|いる	は|いる:55 はいる:11	train=65,val=1
行かなければ	59	11	行かなければ	行かなければ:48 行かなけれ|ば:11	train=58,val=1
愛する	56	11	愛する	愛する:45 愛|する:11	test=1,train=55
賛成です	55	11	賛成|です	賛成|です:44 賛成です:11	train=55
忘れてた	50	11	忘れてた	忘れてた:39 忘れて|た:11	train=50
なくなって	49	11	なくなって	なくなって:38 なく|なって:11	train=49
あ～	45	11	あ|～	あ|～:34 あ～:11	train=45
行ってた	44	11	行ってた	行ってた:33 行って|た:11	train=43,val=1
しながら	41	11	しながら	しながら:30 し|ながら:11	train=41
木の葉	38	11	木の葉	木の葉:27 木|の|葉:11	train=37,val=1
いなければ	37	11	いなければ	いなければ:26 いなけれ|ば:11	train=36,val=1
といえば	36	11	と|いえば	と|いえば:25 といえば:9 と|いえ|ば:2	test=1,train=35
町中	32	11	町中	町中:21 町|中:11	train=31,val=1
反対だ	29	11	反対|だ	反対|だ:18 反対だ:11	train=29
死に	29	11	死|に	死|に:18 死に:11	train=28,val=1
約37人	24	11	約|37人	約|37人:13 約37人:11	train=24
約54人	23	11	約|54人	約|54人:12 約54人:11	train=23
窓ガラス	22	11	窓ガラス	窓ガラス:11 窓|ガラス:11	train=22
約43人	22	11	約|43人	約|43人:11 約43人:11	train=22
こういう	105	10	こういう	こういう:95 こう|いう:10	test=2,train=102,val=1
夜遅く	56	10	夜|遅く	夜|遅く:46 夜遅く:10	train=56
この世	52	10	この|世	この|世:42 この世:10	train=52
やいなや	43	10	やいなや	やいなや:33 や|いなや:10	train=43
見れば	43	10	見れば	見れば:33 見れ|ば:10	train=43
なんでしょう	42	10	な|ん|でしょう	な|ん|でしょう:32 なん|でしょう:6 なんでしょう:4	train=42
徐々に	38	10	徐々|に	徐々|に:28 徐々に:10	train=38
お電話	32	10	お電話	お電話:22 お|電話:10	train=32
仕事中	31	10	仕事|中	仕事|中:21 仕事中:10	train=31
やる気	30	10	やる気	やる気:20 やる|気:10	train=30
はいられない	29	10	は|いられない	は|いられない:19 はいられない:7 は|い|られない:3	train=28,val=1
近いうち	28	10	近い|うち	近い|うち:18 近いうち:10	train=28
見えなくなった	26	10	見えなく|なった	見えなく|なった:16 見えなくなった:10	train=26
約11人	25	10	約11人	約11人:15 約|11人:10	train=25
約27人	25	10	約27人	約27人:15 約|27人:10	train=25
いるようです	24	10	いるようです	いるようです:14 いる|よう|です:10	train=24
さもないと	24	10	さも|ない|と	さも|ない|と:14 さもないと:9 さ|も|ない|と:1	train=24
だそうだ	24	10	だそうだ	だそうだ:14 だ|そう|だ:10	test=1,train=23
約36人	23	10	約36人	約36人:13 約|36人:10	train=23
約45人	22	10	約45人	約45人:12 約|45人:10	train=22
です	10845	9	です	です:10836 で|す:9	test=63,train=10710,val=72
して	9592	9	して	して:9583 し|て:9	test=63,train=9448,val=81
何で	473	9	何|で	何|で:464 何で:9	test=2,train=467,val=4
大好きな	163	9	大好き|な	大好き|な:154 大好きな:9	test=3,train=159,val=1
急に	155	9	急|に	急|に:146 急に:9	test=1,train=154
関して	98	9	関して	関して:89 関|して:8 関|し|て:1	train=98
それから	67	9	それ|から	それ|から:58 それから:9	test=2,train=65
間に合った	62	9	間に合った	間に合った:53 間|に|合った:6 間に|合った:2 間|に合った:1	train=62
～っ	53	9	～|っ	～|っ:44 ～っ:9	test=1,train=52
なんとか	46	9	なんとか	なんとか:37 なんと|か:9	train=46
ちがいない	36	9	ちがいない	ちがいない:27 ちがい|ない:9	train=35,val=1
持ってない	36	9	持ってない	持ってない:27 持って|ない:9	test=1,train=35
本当で	34	9	本当|で	本当|で:25 本当で:9	train=34
・・・	33	9	・・・	・・・:24 ・|・|・:9	train=33
約3.5km	27	9	約|3.5|km	約|3.5|km:18 約|3.5km:7 約3.5km:2	train=27
約12人	23	9	約|12人	約|12人:14 約12人:9	train=23
約10人	22	9	約|10人	約|10人:13 約10人:9	train=22
約87人	21	9	約87人	約87人:12 約|87人:9	train=21
馬鹿で	21	9	馬鹿|で	馬鹿|で:12 馬鹿で:9	test=1,train=19,val=1
主に	19	9	主に	主に:10 主|に:9	train=19
約23人	19	9	約|23人	約|23人:10 約23人:9	train=19
約24人	19	9	約24人	約24人:10 約|24人:9	train=19
何かしら	17	9	何|か|しら	何|か|しら:8 何|かしら:7 何かしら:2	train=17
あるがまま	16	9	ある|が|まま	ある|が|まま:7 ある|がまま:5 あるがまま:4	train=16
だが	353	8	だ|が	だ|が:345 だが:8	test=2,train=351
別に	119	8	別|に	別|に:111 別に:8	train=118,val=1
お会い	84	8	お会い	お会い:76 お|会い:8	train=84
すでに	84	8	すでに	すでに:76 すで|に:8	train=84
もらって	84	8	もらって	もらって:76 もらっ|て:8	train=83,val=1
何とか	78	8	何とか	何とか:70 何|とか:6 何|と|か:2	train=78
それでも	77	8	それ|で|も	それ|で|も:69 それでも:8	train=77
立てた	71	8	立てた	立てた:63 立て|た:8	test=1,train=70
最高の	70	8	最高|の	最高|の:62 最高の:8	train=70
お前ら	50	8	お前ら	お前ら:42 お前|ら:8	train=50
これまで	50	8	これ|まで	これ|まで:42 これまで:8	train=49,val=1
なくて	45	8	なくて	なくて:37 なく|て:8	train=45
病気だった	45	8	病気|だった	病気|だった:37 病気だった:8	train=44,val=1
最悪の	36	8	最悪|の	最悪|の:28 最悪の:8	test=2,train=33,val=1
逃げ出した	36	8	逃げ出した	逃げ出した:28 逃げ|出した:8	train=35,val=1
降り始めた	36	8	降り始めた	降り始めた:28 降り|始めた:8	train=36
話してた	35	8	話してた	話してた:27 話して|た:8	test=1,train=34
なれば	34	8	なれば	なれば:26 なれ|ば:8	train=34
直ちに	34	8	直ちに	直ちに:26 直ち|に:8	train=34
もっとも	32	8	もっとも	もっとも:24 もっと|も:8	train=32
学生時代	32	8	学生|時代	学生|時代:24 学生時代:8	train=32
自動車事故	31	8	自動車|事故	自動車|事故:23 自動車事故:8	train=31
この間	29	8	この間	この間:21 この|間:8	train=29
約66人	25	8	約|66人	約|66人:17 約66人:8	train=25
はいかない	23	8	は|いかない	は|いかない:15 はいかない:8	train=23
しな	21	8	しな	しな:13 し|な:8	train=20,val=1
ってば	21	8	って|ば	って|ば:13 ってば:8	train=20,val=1
約34人	21	8	約|34人	約|34人:13 約34人:8	train=21
あるなら	19	8	あるなら	あるなら:11 ある|なら:8	train=19
約26人	19	8	約26人	約26人:11 約|26人:8	train=19
約41人	19	8	約|41人	約|41人:11 約41人:8	train=19
約4人	19	8	約|4人	約|4人:11 約4人:8	train=19
約58人	19	8	約58人	約58人:11 約|58人:8	train=19
約33人	18	8	約|33人	約|33人:10 約33人:8	train=18
第85章	17	8	第85章	第85章:9 第|85|章:8	train=17
約38人	17	8	約38人	約38人:9 約|38人:8	train=17
約42人	17	8	約|42人	約|42人:9 約42人:8	train=17
約48人	17	8	約48人	約48人:9 約|48人:8	train=17
してる	880	7	してる	してる:873 して|る:7	test=6,train=871,val=3
かな	702	7	か|な	か|な:695 かな:7	test=6,train=688,val=8
来て	549	7	来て	来て:542 来|て:7	test=7,train=538,val=4
もない	365	7	も|ない	も|ない:358 もない:7	train=360,val=5
もし	310	7	もし	もし:303 も|し:7	test=4,train=304,val=2
何と	249	7	何|と	何|と:242 何と:7	test=1,train=247,val=1
間に	234	7	間|に	間|に:227 間に:7	test=3,train=231
なに	110	7	なに	なに:103 な|に:7	test=1,train=107,val=2
となった	109	7	と|なった	と|なった:102 となった:7	test=2,train=106,val=1
はいけません	98	7	は|いけません	は|いけません:91 はいけません:7	train=95,val=3
せいで	89	7	せい|で	せい|で:82 せいで:7	test=2,train=87
みたら	79	7	みたら	みたら:72 み|たら:7	test=1,train=77,val=1
必ずしも	67	7	必ず|しも	必ず|しも:60 必ずしも:7	train=66,val=1
！！	64	7	！|！	！|！:57 ！！:7	test=3,train=61
あげて	59	7	あげて	あげて:52 あげ|て:7	train=59
普通の	55	7	普通|の	普通|の:48 普通の:7	test=1,train=54
はやって	43	7	は|やって	は|やって:36 はやって:7	train=43
ごめんなさい	39	7	ごめんなさい	ごめんなさい:32 ごめん|なさい:7	test=2,train=37
どれだけ	36	7	どれ|だけ	どれ|だけ:29 どれだけ:7	train=36
世の中	36	7	世|の|中	世|の|中:29 世の中:7	train=36
賛成だ	34	7	賛成|だ	賛成|だ:27 賛成だ:7	train=34
留守中	31	7	留守|中	留守|中:24 留守中:7	train=31
かいた	29	7	かいた	かいた:22 か|いた:7	train=28,val=1
午前9時	28	7	午前9時	午前9時:21 午前|9時:7	train=28
飲めば	28	7	飲めば	飲めば:21 飲め|ば:7	test=1,train=26,val=1
叔母さん	27	7	叔母さん	叔母さん:20 叔母|さん:7	train=27
叔父さん	26	7	叔父さん	叔父さん:19 叔父|さん:7	train=26
3.5km	25	7	3.5|km	3.5|km:18 3.5km:7	train=25
あっと	25	7	あっ|と	あっ|と:18 あっと:7	train=25
それほど	25	7	それ|ほど	それ|ほど:18 それほど:7	test=1,train=24
約8人	25	7	約8人	約8人:18 約|8人:7	train=25
はいられなかった	24	7	は|いられなかった	は|いられなかった:17 はいられなかった:4 は|い|られなかった:3	test=1,train=23
存在する	23	7	存在|する	存在|する:16 存在する:7	test=1,train=22
約6人	21	7	約|6人	約|6人:14 約6人:7	train=21
としてる	20	7	と|してる	と|してる:13 としてる:4 と|して|る:3	train=20
約46人	20	7	約46人	約46人:13 約|46人:7	train=20
約56人	20	7	約|56人	約|56人:13 約56人:7	train=20
馬鹿だ	20	7	馬鹿|だ	馬鹿|だ:13 馬鹿だ:7	train=20
魅力的	20	7	魅力的	魅力的:13 魅力|的:7	train=20
約3人	19	7	約|3人	約|3人:12 約3人:7	train=19
約81人	19	7	約81人	約81人:12 約|81人:7	train=19
入学試験	18	7	入学|試験	入学|試験:11 入学試験:7	train=18
第20章	18	7	第|20|章	第|20|章:11 第20章:7	train=18
泣き続けた	16	7	泣き続けた	泣き続けた:9 泣き|続けた:7	test=1,train=15
約15人	16	7	約15人	約15人:9 約|15人:7	train=16
テレビ番組	15	7	テレビ番組	テレビ番組:8 テレビ|番組:7	train=15
体中	15	7	体|中	体|中:8 体中:7	train=15
約22人	15	7	約|22人	約|22人:8 約22人:7	train=15
かない	14	7	か|ない	か|ない:7 かない:7	train=14
第二次世界大戦	14	7	第二次|世界大戦	第二次|世界大戦:7 第二次|世界|大戦:4 第二次世界大戦:3	train=13,val=1
話し中	14	7	話し|中	話し|中:7 話し中:7	train=14
お知らせ下さい	12	7	お知らせ下さい	お知らせ下さい:5 お知らせ|下さい:5 お|知らせ下さい:2	train=12
お立ち寄りください	12	7	お立ち寄りください	お立ち寄りください:5 お|立ち寄りください:4 お立ち寄り|ください:3	train=12
なんだい	12	7	な|ん|だい	な|ん|だい:5 なん|だ|い:3 なんだい:2 なん|だい:1 な|ん|だ|い:1	train=12
はい	155	6	はい	はい:149 は|い:6	test=1,train=153,val=1
といけない	151	6	と|いけない	と|いけない:145 といけない:6	test=3,train=148
皆さん	93	6	皆さん	皆さん:87 皆|さん:6	test=2,train=89,val=2
まさに	89	6	まさに	まさに:83 まさ|に:6	test=1,train=88
は限らない	87	6	は|限らない	は|限らない:81 は限らない:6	train=87
愛してる	73	6	愛|してる	愛|してる:67 愛してる:6	train=73
のって	68	6	の|って	の|って:62 のって:6	train=67,val=1
捨てた	59	6	捨てた	捨てた:53 捨て|た:6	test=1,train=58
なんでも	53	6	なん|で|も	なん|で|も:47 なんでも:6	train=53
ようです	49	6	よう|です	よう|です:43 ようです:6	test=1,train=48
あんなに	47	6	あんな|に	あんな|に:41 あんなに:6	test=1,train=45,val=1
くれれば	46	6	くれれば	くれれば:40 くれれ|ば:6	test=1,train=44,val=1
気になる	43	6	気|に|なる	気|に|なる:37 気になる:6	train=43
病気だ	43	6	病気|だ	病気|だ:37 病気だ:6	train=43
話し合った	42	6	話し合った	話し合った:36 話し|合った:6	train=40,val=2
をしてた	40	6	を|してた	を|してた:34 を|して|た:5 をしてた:1	train=40
たん	39	6	た|ん	た|ん:33 たん:6	test=1,train=36,val=2
カナダ人	39	6	カナダ人	カナダ人:33 カナダ|人:6	test=1,train=38
降り出した	39	6	降り出した	降り出した:33 降り|出した:6	test=1,train=38
なかったら	35	6	なかったら	なかったら:29 なかっ|たら:6	train=34,val=1
知ってます	30	6	知ってます	知ってます:24 知って|ます:6	train=30
礼儀正しい	29	6	礼儀|正しい	礼儀|正しい:23 礼儀正しい:6	train=29
時間どおり	28	6	時間|どおり	時間|どおり:22 時間どおり:6	train=28
約69人	26	6	約|69人	約|69人:20 約69人:6	train=26
いつまでも	25	6	いつ|まで|も	いつ|まで|も:19 いつまでも:5 いつ|までも:1	train=25
かって	25	6	か|って	か|って:19 かって:6	train=25
・・	25	6	・|・	・|・:19 ・・:6	train=25
飛び出した	25	6	飛び出した	飛び出した:19 飛び|出した:6	train=25
なっても	24	6	なって|も	なって|も:18 なっても:6	train=24
乗れば	24	6	乗れば	乗れば:18 乗れ|ば:6	train=24
反対です	24	6	反対|です	反対|です:18 反対です:6	train=24
降れば	24	6	降れば	降れば:18 降れ|ば:6	train=24
よくなって	23	6	よく|なって	よく|なって:17 よくなって:6	train=23
住んでます	23	6	住んでます	住んでます:17 住んで|ます:6	train=23
約75人	23	6	約|75人	約|75人:17 約75人:6	train=23
しっかりと	22	6	しっかり|と	しっかり|と:16 しっかりと:6	train=22
はあっ	21	6	は|あっ	は|あっ:15 はあっ:6	train=21
がまま	20	6	が|まま	が|まま:14 がまま:6	train=20
次々と	20	6	次々|と	次々|と:14 次々と:6	train=20
約2人	20	6	約|2人	約|2人:14 約2人:6	train=20
約30人	20	6	約|30人	約|30人:14 約30人:6	train=20
約76人	20	6	約|76人	約|76人:14 約76人:6	train=20
食事中	20	6	食事|中	食事|中:14 食事中:6	train=20
おまけに	19	6	おまけ|に	おまけ|に:13 おまけに:6	train=19
バカ野郎	19	6	バカ|野郎	バカ|野郎:13 バカ野郎:6	train=18,val=1
拾い上げた	19	6	拾い上げた	拾い上げた:13 拾い|上げた:6	train=19
良くなった	19	6	良く|なった	良く|なった:13 良くなった:6	train=19
クリスマスプレゼント	18	6	クリスマス|プレゼント	クリスマス|プレゼント:12 クリスマスプレゼント:6	train=18
約20人	18	6	約20人	約20人:12 約|20人:6	train=18
約99人	18	6	約|99人	約|99人:12 約99人:6	train=18
あ～っ	17	6	あ|～|っ	あ|～|っ:11 あ～っ:5 あ|～っ:1	train=17
かっと	17	6	かっ|と	かっ|と:11 かっと:6	train=16,val=1
第82章	17	6	第|82|章	第|82|章:11 第82章:6	train=17
約67人	17	6	約|67人	約|67人:11 約67人:6	train=17
約9人	17	6	約9人	約9人:11 約|9人:6	train=17
野生動物	17	6	野生|動物	野生|動物:11 野生動物:6	train=17
オレンジジュース	16	6	オレンジジュース	オレンジジュース:10 オレンジ|ジュース:6	train=16
約49人	16	6	約49人	約49人:10 約|49人:6	train=16
約68人	16	6	約|68人	約|68人:10 約68人:6	train=16
約80人	16	6	約80人	約80人:10 約|80人:6	train=16
約88人	16	6	約88人	約88人:10 約|88人:6	train=16
三年前	15	6	三年|前	三年|前:9 三年前:3 三|年前:3	train=15
休暇中	15	6	休暇|中	休暇|中:9 休暇中:6	train=14,val=1
幾つか	15	6	幾つ|か	幾つ|か:9 幾つか:6	train=15
我が社	15	6	我が|社	我が|社:9 我が社:6	train=15
約29人	15	6	約29人	約29人:9 約|29人:6	train=15
